Manufacturer,Model,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Car Age
LEXUS,RX 350,Petrol,3.5,114382.0,4.0,Automatic,Front,15
TOYOTA,Camry,Hybrid,2.5,314373.0,4.0,Automatic,Front,13
LEXUS,CT 200h,Hybrid,1.8,188194.0,4.0,Automatic,Front,12
KIA,Optima,Petrol,2.4,140000.0,6.0,Tiptronic,Front,13
NISSAN,Juke,Petrol,1.6,181997.0,4.0,Automatic,4x4,9
HYUNDAI,Elantra,Petrol,1.6,129013.0,4.0,Automatic,Front,14
FIAT,500 Abarth,Petrol,1.3 Turbo,91000.0,4.0,Manual,Front,12
KIA,Picanto,Petrol,1,50878.0,4.0,Automatic,Front,13
HYUNDAI,H1,Diesel,2.5,56765.0,4.0,Automatic,Front,15
FIAT,500,Petrol,1.4,93000.0,4.0,Tiptronic,Front,12
TOYOTA,Prius,Hybrid,1.8,171200.0,4.0,Automatic,Front,14
NISSAN,Note,Petrol,1.5,16023.0,3.0,Automatic,Front,20
TOYOTA,Aqua,Petrol,1.5,51440.0,4.0,Automatic,Front,13
CHEVROLET,Volt,Hybrid,1.4,288778.0,4.0,Automatic,Front,14
HYUNDAI,H1,Diesel,2.5,121000.0,4.0,Automatic,Front,9
MERCEDES-BENZ,G 550,Petrol,4,34960.0,8.0,Automatic,4x4,9
HYUNDAI,Veracruz,Diesel,3.0 Turbo,45000.0,6.0,Automatic,Front,15
HYUNDAI,Sonata,Petrol,2.4,128000.0,4.0,Tiptronic,Front,11
MERCEDES-BENZ,ML 350,Diesel,3,221312.0,6.0,Automatic,4x4,13
FORD,Transit,Diesel,2.2 Turbo,155126.0,4.0,Manual,Front,17
HYUNDAI,Accent,Petrol,1.3,4444.0,4.0,Manual,Front,28
AUDI,Q5,Petrol,3.2,150000.0,6.0,Tiptronic,4x4,15
TOYOTA,Corolla,Petrol,1.8,223646.0,4.0,Automatic,Front,14
BMW,525,Petrol,2.5,17000.0,6.0,Manual,Rear,25
FORD,Fusion,Hybrid,2,0.0,4.0,Automatic,Front,12
HYUNDAI,Grandeur,LPG,2,81125.0,4.0,Automatic,Front,10
MERCEDES-BENZ,320,CNG,3.2,37000.0,12.0,Tiptronic,Rear,22
VOLVO,940,CNG,2.3,111111.0,4.0,Manual,Rear,32
MERCEDES-BENZ,Sprinter,Diesel,2.2,50000.0,4.0,Manual,Rear,23
TOYOTA,Aqua,Hybrid,1.5,65000.0,4.0,Automatic,Front,12
MERCEDES-BENZ,E 350,Diesel,3.5,138384.0,6.0,Automatic,4x4,16
HYUNDAI,Tucson,Diesel,2,49697.0,4.0,Automatic,Front,8
MERCEDES-BENZ,GLE 350,Petrol,3.5,39814.0,6.0,Automatic,Rear,8
TOYOTA,Aqua,Petrol,1.5,106500.0,4.0,Automatic,Front,12
HYUNDAI,Sonata,LPG,2,272769.0,4.0,Automatic,Front,10
HONDA,Insight,Hybrid,1.3,187312.0,4.0,Automatic,Front,15
TOYOTA,Camry,Hybrid,2.5,35058.0,4.0,Automatic,Front,7
HONDA,FIT,Hybrid,1.3,112000.0,4.0,Variator,Front,12
MERCEDES-BENZ,ML 350,Diesel,3.0 Turbo,95000.0,6.0,Tiptronic,4x4,13
BMW,328,Petrol,3,157000.0,6.0,Tiptronic,Rear,15
TOYOTA,Camry,Hybrid,2.5,115312.0,4.0,Automatic,Front,11
HYUNDAI,Lantra,Petrol,1.8,95000.0,4.0,Automatic,Front,14
HYUNDAI,Santa FE,Diesel,2,224077.0,4.0,Automatic,Front,12
MERCEDES-BENZ,ML 350,Diesel,3.5,193267.0,6.0,Automatic,4x4,13
MAZDA,Mazda 3,Petrol,2,9000.0,4.0,Tiptronic,Front,12
HONDA,FIT,Petrol,1.5,14000.0,4.0,Automatic,Front,10
HYUNDAI,Elantra,Petrol,2,82114.0,4.0,Automatic,Front,8
FIAT,500,Petrol,1.4,101547.0,4.0,Automatic,Front,13
TOYOTA,Prius,Hybrid,1.8,88070.0,4.0,Automatic,Front,13
MERCEDES-BENZ,E 350,Petrol,3.5,139254.0,6.0,Automatic,Rear,13
TOYOTA,Camry,Petrol,2.5,59000.0,4.0,Tiptronic,Front,11
VOLKSWAGEN,Golf,Petrol,2.5,20000.0,4.0,Automatic,Front,15
TOYOTA,Prius,Hybrid,1.5,178000.0,4.0,Automatic,Front,17
CHEVROLET,Orlando,Petrol,2,34329.0,4.0,Automatic,Front,10
HYUNDAI,Sonata,LPG,2,389854.0,4.0,Automatic,Front,11
TOYOTA,Prius C,Petrol,1.5,145600.0,4.0,Automatic,Front,13
GAZ,31105,Diesel,2.5,200000.0,4.0,Manual,4x4,20
HYUNDAI,Elantra,Petrol,2,115974.0,4.0,Automatic,Front,8
BMW,X5,Diesel,3,201056.0,6.0,Automatic,4x4,10
TOYOTA,Camry,Hybrid,2.5,124912.0,4.0,Automatic,Front,12
HYUNDAI,Elantra,Petrol,1.8,86400.0,4.0,Tiptronic,Front,10
LEXUS,RX 450,Hybrid,3.5,186005.0,6.0,Automatic,4x4,15
CHEVROLET,Malibu,Petrol,2.4,283806.0,4.0,Automatic,Front,14
TOYOTA,Prius,Hybrid,1.5,296000.0,4.0,Variator,Front,18
LEXUS,RX 450,Hybrid,3.5,138038.0,6.0,Automatic,Front,12
MITSUBISHI,Colt,Petrol,1.3,190000.0,4.0,Variator,Front,22
HYUNDAI,Elantra,Petrol,1.8,70000.0,4.0,Tiptronic,Front,12
HYUNDAI,Galloper,Diesel,2.5 Turbo,200000.0,4.0,Automatic,4x4,26
FORD,Focus,Petrol,1.0 Turbo,54935.0,3.0,Manual,Front,10
CHEVROLET,Matiz,Petrol,0.8,155691.0,3.0,Automatic,Front,18
MERCEDES-BENZ,ML 350 ML350,LPG,3.7,238078.0,6.0,Tiptronic,4x4,21
KIA,Optima,Petrol,2.4,11213.0,4.0,Automatic,Front,6
MERCEDES-BENZ,Vito,Diesel,2.2 Turbo,330000.0,4.0,Tiptronic,Rear,16
BMW,528,CNG,2.8,243987.0,6.0,Automatic,Rear,27
SSANGYONG,Actyon,Petrol,1.6,67523.0,4.0,Automatic,Front,9
TOYOTA,Camry,Petrol,3.5,209181.0,6.0,Automatic,Front,11
TOYOTA,Vitz,Petrol,1.3,171000.0,4.0,Variator,4x4,14
HYUNDAI,Tucson,Petrol,2.4,150000.0,4.0,Tiptronic,4x4,12
BMW,M3,Petrol,2.5,222222.0,6.0,Manual,Rear,25
SSANGYONG,Actyon,Petrol,1.6,102268.0,4.0,Automatic,Front,9
HYUNDAI,Elantra,Petrol,1.6,125047.0,4.0,Automatic,Front,14
FORD,C-MAX,Plug-in Hybrid,2,1280.0,4.0,Automatic,Front,11
BMW,X5,CNG,4.4,222222.0,8.0,Tiptronic,4x4,23
TOYOTA,Highlander,Hybrid,3.3,300366.0,6.0,Automatic,4x4,15
HYUNDAI,Elantra,Petrol,1.8,152278.0,4.0,Automatic,Front,9
HYUNDAI,H1,Diesel,2.5,203073.0,4.0,Automatic,Front,9
MERCEDES-BENZ,E 350,Diesel,3.5,146395.0,6.0,Automatic,Rear,11
HYUNDAI,Sonata,LPG,2,331445.0,4.0,Automatic,Front,9
SSANGYONG,Actyon,Diesel,1.6,97709.0,4.0,Automatic,Front,8
HYUNDAI,H1,Diesel,2.5,15602.0,4.0,Automatic,Front,8
CHEVROLET,Volt,Hybrid,1.4,0.0,4.0,Automatic,Front,12
BMW,550,Petrol,4.4 Turbo,176000.0,8.0,Tiptronic,Rear,14
FORD,Transit,Diesel,2.5,123000.0,4.0,Manual,Rear,29
TOYOTA,Prius,Hybrid,1.5,145600.0,4.0,Automatic,Front,17
HONDA,FIT,Hybrid,1.5,160000.0,4.0,Automatic,Front,12
TOYOTA,Prius,Hybrid,1.8,145600.0,4.0,Automatic,Front,15
HYUNDAI,Elantra,Petrol,1.8,37000.0,4.0,Tiptronic,Front,10
JEEP,Grand Cherokee,Petrol,4,200000.0,8.0,Automatic,4x4,25
HYUNDAI,Sonata,LPG,2,258942.0,4.0,Automatic,Front,9
DAEWOO,Lacetti,Petrol,1.6,142460.0,4.0,Automatic,Front,15
TOYOTA,Prius,Hybrid,1.8,150000.0,4.0,Automatic,Front,13
VOLKSWAGEN,Jetta,Diesel,1.8,63792.0,4.0,Automatic,Front,10
OPEL,Astra,Petrol,1.4,163000.0,4.0,Manual,Front,17
BMW,X3,Petrol,2,123923.0,4.0,Automatic,4x4,10
BMW,328,Petrol,3,120000.0,6.0,Tiptronic,Rear,14
CHEVROLET,Volt premier,Plug-in Hybrid,1.4,116000.0,4.0,Automatic,Front,13
HYUNDAI,Elantra,LPG,1.6,35607.0,4.0,Automatic,Front,10
NISSAN,Pathfinder,Petrol,4,203466.0,6.0,Automatic,Front,15
MERCEDES-BENZ,Sprinter,Diesel,2.2 Turbo,1111.0,5.0,Manual,Rear,15
OPEL,Vectra,LPG,1.8,20000.0,6.0,Manual,Rear,11
KIA,Optima,Petrol,2.4,95000.0,4.0,Tiptronic,Front,12
HYUNDAI,Santa FE,Diesel,2,160931.0,4.0,Automatic,Front,9
HYUNDAI,Tucson,Petrol,2.4,121300.0,4.0,Automatic,4x4,13
HYUNDAI,Sonata,LPG,2,91475.0,4.0,Automatic,Front,12
SSANGYONG,Actyon,Diesel,1.6,61506.0,4.0,Automatic,Front,8
HYUNDAI,IX35,Petrol,2.4,110000.0,4.0,Automatic,4x4,14
FORD,Transit Connect,Diesel,1.7 Turbo,98439.0,4.0,Manual,Front,19
BMW,520,Petrol,2,263000.0,6.0,Manual,Rear,28
TOYOTA,Prius,Hybrid,1.8,383578.0,4.0,Automatic,Front,15
HYUNDAI,Accent,Diesel,1.6,32064.0,4.0,Automatic,Front,11
FORD,Transit 2.4,Diesel,2.4 Turbo,350000.0,4.0,Manual,Rear,24
NISSAN,Juke,Petrol,1.6 Turbo,124800.0,4.0,Automatic,Front,14
HONDA,FIT,Hybrid,1.5,118507.0,4.0,Automatic,Front,12
MERCEDES-BENZ,E 350,Diesel,3.5,132630.0,6.0,Automatic,Rear,14
HYUNDAI,Santa FE,Petrol,3.3,104181.0,6.0,Automatic,4x4,10
NISSAN,Juke,Petrol,1.6,61018.0,4.0,Automatic,4x4,13
HYUNDAI,Sonata,Petrol,2.4,185600.0,4.0,Automatic,Front,14
MITSUBISHI,Airtrek,Petrol,2,129000.0,4.0,Automatic,Front,22
MERCEDES-BENZ,Vito,Diesel,2.2 Turbo,0.0,4.0,Manual,Rear,17
LEXUS,RX 450,Hybrid,3.5,167222.0,6.0,Automatic,4x4,15
MERCEDES-BENZ,E 350,Diesel,3.5,153115.0,6.0,Automatic,4x4,11
LEXUS,ES 300,Hybrid,2.5,186554.0,4.0,Automatic,Front,12
CHEVROLET,Malibu,Petrol,2,133778.0,4.0,Automatic,Front,13
VOLKSWAGEN,Passat,Petrol,1.8,67120.0,4.0,Automatic,Front,8
MERCEDES-BENZ,E 350,Diesel,3.5,248525.0,6.0,Automatic,4x4,14
SUBARU,Forester,CNG,2.5,280000.0,4.0,Automatic,4x4,21
MERCEDES-BENZ,ML 350,Petrol,3.7,280000.0,6.0,Tiptronic,4x4,20
MERCEDES-BENZ,E 270,Diesel,2.7,222222.0,6.0,Automatic,Rear,23
HYUNDAI,Santa FE,Diesel,2,53114.0,4.0,Automatic,Front,15
CHEVROLET,Captiva,Diesel,2,37691.0,4.0,Automatic,Front,7
HYUNDAI,Elantra,Petrol,1.6,35798.0,4.0,Automatic,Front,7
HYUNDAI,Sonata,Petrol,2,99488.0,4.0,Automatic,Front,15
LEXUS,HS 250h,Hybrid,2.4,102000.0,4.0,Tiptronic,Front,15
MERCEDES-BENZ,E 320,Petrol,3.2,123000.0,6.0,Tiptronic,Rear,21
BMW,428,Petrol,2.0 Turbo,90000.0,4.0,Tiptronic,4x4,10
HYUNDAI,Santa FE,Diesel,2,129129.0,4.0,Automatic,Front,14
KIA,Ceed,Petrol,1.6 Turbo,22222.0,4.0,Manual,Front,17
RENAULT,Scenic,Diesel,1.5 Turbo,191000.0,4.0,Manual,Front,16
VOLKSWAGEN,Golf,Petrol,1.8,0.0,4.0,Manual,Front,28
CHEVROLET,Malibu,Petrol,2.4,97907.0,4.0,Automatic,Front,12
TOYOTA,Prius,Hybrid,1.8 Turbo,4000.0,6.0,Automatic,4x4,14
CHEVROLET,Captiva,Diesel,2,77778.0,4.0,Automatic,Front,17
KIA,Cadenza,Petrol,3,27812.0,6.0,Automatic,Front,9
HONDA,Step Wagon,Petrol,2,97000.0,4.0,Tiptronic,Front,14
FORD,Focus,Petrol,2,144000.0,4.0,Tiptronic,Front,12
TOYOTA,Prius C Hybrid,Hybrid,1.5,119718.0,4.0,Automatic,Front,11
VOLKSWAGEN,Touareg,Diesel,3,158842.0,6.0,Automatic,4x4,13
HYUNDAI,Elantra,Petrol,1.6,131443.0,4.0,Automatic,Front,13
LEXUS,CT 200h,Hybrid,1.8,89000.0,4.0,Variator,Front,13
TOYOTA,Prius C,Hybrid,1.5,73000.0,4.0,Automatic,Front,11
BMW,325 XI,Petrol,2.5,262400.0,6.0,Tiptronic,4x4,23
TOYOTA,Camry,Hybrid,2.5,398069.0,4.0,Automatic,Front,11
NISSAN,Juke,Petrol,1.6 Turbo,101717.0,4.0,Manual,Front,10
SUBARU,Legacy,Petrol,2.0 Turbo,140000.0,4.0,Manual,4x4,21
BMW,X5,Diesel,3,70994.0,6.0,Automatic,4x4,13
RENAULT,Megane,Diesel,1.5 Turbo,176000.0,4.0,Manual,Front,15
BMW,X5,Petrol,3.0 Turbo,33600.0,6.0,Tiptronic,Rear,9
SUBARU,Impreza,Petrol,1.5,160000.0,4.0,Automatic,Front,22
MERCEDES-BENZ,ML 500 AMG,Petrol,4.7 Turbo,165000.0,8.0,Tiptronic,4x4,13
LEXUS,CT 200h,Hybrid,1.8,139000.0,4.0,Automatic,Front,13
HYUNDAI,Tucson,Diesel,2,195401.0,4.0,Automatic,Front,13
TOYOTA,Prius,Petrol,1.5,0.0,4.0,Automatic,Front,20
HYUNDAI,Santa FE,Diesel,2,121390.0,4.0,Automatic,Front,10
MERCEDES-BENZ,280,Diesel,3.0 Turbo,330000.0,6.0,Tiptronic,Rear,17
HYUNDAI,Elantra,Petrol,1.6,39770.0,4.0,Automatic,Front,9
TOYOTA,Highlander,Petrol,3.5,140966.0,6.0,Automatic,4x4,13
HYUNDAI,Elantra,LPG,1.6,31151.0,4.0,Automatic,Front,9
HYUNDAI,Sonata სასწრაფოდ,LPG,2,52764.0,4.0,Tiptronic,Front,11
CHEVROLET,Impala,Petrol,3.6,180000.0,6.0,Automatic,Front,13
MERCEDES-BENZ,ML 350,Diesel,3.0 Turbo,230400.0,6.0,Tiptronic,4x4,15
HYUNDAI,Santa FE,Diesel,2,144333.0,4.0,Automatic,Front,9
TOYOTA,Cami,Petrol,1.3,114000.0,4.0,Automatic,Rear,25
NISSAN,Note,Petrol,1.5,120000.0,4.0,Variator,Front,19
FORD,Fusion,Plug-in Hybrid,2,148000.0,4.0,Automatic,Front,10
VOLKSWAGEN,Polo,Petrol,1.4,194000.0,4.0,Manual,Front,27
TOYOTA,Highlander,Hybrid,3.5,205250.0,6.0,Automatic,4x4,13
CHEVROLET,Volt,Hybrid,1.4,138491.0,4.0,Automatic,Front,11
FORD,Explorer,Petrol,3.5,0.0,6.0,Automatic,Front,12
HYUNDAI,Sonata,Petrol,2,13715.0,4.0,Automatic,Front,7
LEXUS,GX 470,LPG,4.7,170000.0,8.0,Automatic,4x4,21
TOYOTA,Camry,Hybrid,2.5,159379.0,4.0,Automatic,Front,13
BMW,X5,Diesel,3.0 Turbo,248000.0,6.0,Tiptronic,4x4,20
VOLKSWAGEN,CC,Petrol,2.0 Turbo,174000.0,4.0,Tiptronic,Front,15
HYUNDAI,Sonata,LPG,2,324605.0,4.0,Automatic,Front,8
HYUNDAI,Accent,Diesel,1.6,98624.0,4.0,Automatic,Front,13
HYUNDAI,Sonata,LPG,2,746740.0,4.0,Automatic,Front,11
TOYOTA,Aqua,Petrol,1.5,113971.0,4.0,Automatic,Front,13
FORD,Explorer,Petrol,3.5,148454.0,6.0,Automatic,Front,11
MERCEDES-BENZ,E 200,LPG,2,192125.0,4.0,Tiptronic,Rear,25
HYUNDAI,Sonata,LPG,2,453750.0,4.0,Automatic,Front,9
MERCEDES-BENZ,E 350,Diesel,3.5,184467.0,6.0,Automatic,Rear,11
NISSAN,March,Petrol,1.2,50000.0,4.0,Automatic,Front,11
TOYOTA,RAV 4,Hybrid,2.5,107200.0,4.0,Automatic,4x4,10
TOYOTA,Vitz,Petrol,1,137000.0,4.0,Automatic,Front,20
TOYOTA,Camry,Hybrid,2.4,102000.0,6.0,Tiptronic,Front,18
HYUNDAI,H1,Diesel,2.5,71545.0,4.0,Automatic,Front,17
TOYOTA,Highlander,Hybrid,3.3,318358.0,6.0,Automatic,4x4,16
LEXUS,RX 400,Hybrid,3.3,273600.0,6.0,Tiptronic,Front,18
MERCEDES-BENZ,C 180,Petrol,1.8,0.0,4.0,Manual,Rear,26
MERCEDES-BENZ,Viano,Diesel,2.2 Turbo,260000.0,4.0,Manual,Rear,18
MERCEDES-BENZ,E 320,Diesel,3.2 Turbo,0.0,6.0,Automatic,Rear,26
MERCEDES-BENZ,C 200,CNG,2,111111.0,4.0,Manual,Rear,27
CHEVROLET,Orlando,Diesel,1.6,135039.0,4.0,Automatic,Front,10
CHEVROLET,Volt,Plug-in Hybrid,1.4,114000.0,4.0,Automatic,Front,14
HYUNDAI,Elantra,Petrol,2,150000.0,4.0,Tiptronic,Front,10
BMW,328,Petrol,3,78000.0,6.0,Tiptronic,Front,14
MERCEDES-BENZ,ML 350,Petrol,3.5,256000.0,6.0,Tiptronic,4x4,20
HYUNDAI,Veloster,Petrol,1.6,105000.0,4.0,Tiptronic,Front,13
MERCEDES-BENZ,ML 350,Diesel,3,0.0,6.0,Automatic,4x4,14
MERCEDES-BENZ,E 350,Diesel,3,273186.0,6.0,Automatic,Rear,14
MERCEDES-BENZ,E 300,Petrol,2,26802.0,4.0,Automatic,Rear,8
MERCEDES-BENZ,ML 350,Petrol,3.5,169600.0,8.0,Automatic,4x4,16
SCION,tC,Petrol,2.4,107000.0,4.0,Automatic,Front,15
NISSAN,Quest,CNG,3.5,45000.0,6.0,Automatic,Front,12
AUDI,A4,Petrol,2.4,150000.0,6.0,Manual,4x4,18
CHEVROLET,Cruze,Petrol,1.4,0.0,4.0,Automatic,Front,7
TOYOTA,CHR,Petrol,2,22816.0,4.0,Automatic,Front,7
VOLKSWAGEN,Passat,CNG,1.8 Turbo,251000.0,4.0,Manual,Front,26
MERCEDES-BENZ,E 350,Diesel,3.5,146395.0,6.0,Automatic,Rear,11
HYUNDAI,Sonata,LPG,2,34569.0,4.0,Automatic,Front,10
HYUNDAI,Tucson,Diesel,2,91033.0,4.0,Automatic,Front,14
TOYOTA,Highlander,Hybrid,3.3,182024.0,6.0,Automatic,4x4,17
MITSUBISHI,Pajero,Diesel,2.5 Turbo,111111.0,4.0,Automatic,4x4,33
NISSAN,Juke,Petrol,1.6,129128.0,4.0,Automatic,4x4,12
TOYOTA,Highlander,Hybrid,3.3,249600.0,6.0,Variator,4x4,17
BMW,530,Petrol,3,98000.0,6.0,Tiptronic,Rear,23
VOLKSWAGEN,T5,Diesel,2.5,150000.0,5.0,Manual,4x4,17
VOLKSWAGEN,Tiguan SE,Petrol,2,108187.0,4.0,Automatic,4x4,10
BMW,320,Petrol,2,1000.0,6.0,Manual,Rear,31
SSANGYONG,Korando,Diesel,2,248871.0,4.0,Automatic,Front,14
LEXUS,RX 350,Petrol,3.5,124003.0,6.0,Automatic,4x4,14
HYUNDAI,Genesis,Petrol,2,81384.0,4.0,Automatic,Front,15
HYUNDAI,Sonata,Petrol,2.4,142400.0,4.0,Tiptronic,Front,10
OPEL,Omega,CNG,2,234567.0,4.0,Manual,Rear,30
KIA,Optima,Petrol,2,38497.0,4.0,Automatic,Front,11
BMW,318,Petrol,1.9,128202.0,4.0,Tiptronic,Rear,21
HYUNDAI,Elantra,Petrol,1.6,92800.0,4.0,Tiptronic,Front,11
TOYOTA,Prius,Hybrid,1.5,167000.0,4.0,Variator,Front,18
HYUNDAI,Sonata,LPG,2,581040.0,4.0,Automatic,Front,10
LEXUS,GX 460,Petrol,4.6,155821.0,8.0,Automatic,4x4,15
HYUNDAI,Tucson,Diesel,2,146948.0,4.0,Automatic,Front,10
MERCEDES-BENZ,320,LPG,3.2,340000.0,6.0,Automatic,Rear,22
TOYOTA,Prius,Hybrid,1.5,207005.0,4.0,Automatic,Front,17
MERCEDES-BENZ,CLK 320,Petrol,3.2,208000.0,6.0,Automatic,Rear,21
HYUNDAI,H1,Diesel,2.5,61272.0,4.0,Automatic,Front,13
CHEVROLET,Niva,Petrol,1.7,71436.0,6.0,Manual,4x4,15
VOLKSWAGEN,Passat,Petrol,1.8,36235.0,4.0,Automatic,Front,10
TOYOTA,Camry se,Hybrid,2.5,141000.0,6.0,Variator,Front,10
TOYOTA,Aqua,Petrol,1.5,81400.0,4.0,Automatic,Front,13
NISSAN,Juke,Petrol,1.6,111402.0,4.0,Automatic,4x4,10
HYUNDAI,Santa FE,Petrol,3.5,154782.0,6.0,Automatic,4x4,13
LEXUS,RX 300,Petrol,3.0 Turbo,201000.0,6.0,Automatic,4x4,23
FORD,Fusion,Hybrid,2,0.0,4.0,Automatic,Front,11
VOLKSWAGEN,Jetta,Petrol,1.8 Turbo,52000.0,4.0,Tiptronic,Front,9
HYUNDAI,Sonata,LPG,2,274844.0,4.0,Automatic,Front,10
HYUNDAI,Sonata,LPG,2,253373.0,4.0,Automatic,Front,9
MERCEDES-BENZ,B 170,Petrol,1.7,110000.0,4.0,Tiptronic,Front,18
FORD,Focus,Petrol,2,280326.0,4.0,Automatic,Front,12
CHEVROLET,Cruze,Petrol,1.8,83721.0,4.0,Automatic,Front,13
DODGE,Caliber,Petrol,2,154000.0,4.0,Automatic,Front,17
HONDA,Odyssey,LPG,2.4,226000.0,4.0,Tiptronic,Front,22
HYUNDAI,Sonata,LPG,2,384418.0,4.0,Automatic,Front,11
MERCEDES-BENZ,E 350,Diesel,3.5,64496.0,6.0,Automatic,4x4,14
TOYOTA,Tundra,Petrol,5.7,128000.0,8.0,Automatic,4x4,10
TOYOTA,Ist,Petrol,1.5,130000.0,4.0,Automatic,Front,22
FORD,Transit,Diesel,2.4 Turbo,210000.0,4.0,Manual,Rear,24
TOYOTA,Prius,Hybrid,1.8,26000.0,4.0,Automatic,Front,10
MERCEDES-BENZ,E 350,Diesel,3.5,189530.0,6.0,Automatic,4x4,15
AUDI,A7,Petrol,3,140507.0,6.0,Automatic,4x4,11
TOYOTA,Prius,Hybrid,1.8,10700.0,4.0,Automatic,Front,12
HYUNDAI,Elantra,Petrol,1.8,43944.0,4.0,Automatic,Front,9
VOLKSWAGEN,Jetta,Diesel,2.5,175389.0,5.0,Automatic,Front,14
MERCEDES-BENZ,ML 350,Diesel,3.5,79080.0,6.0,Automatic,4x4,10
TOYOTA,Camry,Hybrid,2.5,39552.0,4.0,Automatic,Front,6
TOYOTA,Venza,Petrol,2.7,177894.0,4.0,Automatic,4x4,12
TOYOTA,Camry,Hybrid,2.5,127515.0,4.0,Automatic,Front,7
MERCEDES-BENZ,E 320,LPG,3.2,19000.0,6.0,Tiptronic,Rear,22
MERCEDES-BENZ,C 250,Petrol,1.8 Turbo,136000.0,4.0,Tiptronic,Rear,13
HYUNDAI,Santa FE,Diesel,2.2,119768.0,4.0,Automatic,Front,9
CHEVROLET,Malibu,Petrol,2.5,142714.0,4.0,Automatic,Front,10
LEXUS,GX 470,Petrol,4.7,243000.0,8.0,Tiptronic,4x4,20
LEXUS,CT 200h,Hybrid,1.8,32974.0,4.0,Automatic,Front,14
AUDI,A4,Petrol,2.0 Turbo,167000.0,4.0,Tiptronic,4x4,15
MERCEDES-BENZ,E 350,Petrol,3.5,103427.0,6.0,Automatic,Rear,11
FORD,Fusion,Hybrid,2,107166.0,4.0,Automatic,Front,10
BMW,X5,Diesel,3,70994.0,6.0,Automatic,4x4,13
MERCEDES-BENZ,E 350,Diesel,3.5,219030.0,6.0,Automatic,4x4,11
TOYOTA,Prius,Hybrid,1.5,170000.0,4.0,Automatic,Front,18
SUBARU,Forester,Petrol,2.5,106000.0,4.0,Tiptronic,4x4,15
CHEVROLET,Volt,Hybrid,1.5,102379.0,4.0,Automatic,Front,8
LEXUS,LX 570,Petrol,5.7,171352.0,8.0,Automatic,4x4,15
AUDI,A6 evropuli,Petrol,2.4,11111.0,6.0,Tiptronic,Front,25
HYUNDAI,Elantra,Petrol,1.8,139867.0,4.0,Automatic,Front,12
OPEL,Corsa,Petrol,1.2,230000.0,4.0,Automatic,Front,26
UAZ,Patriot,Petrol,2,8000.0,4.0,Automatic,4x4,26
MERCEDES-BENZ,C 250,Petrol,1.8,105909.0,4.0,Automatic,Rear,11
KIA,Optima,Hybrid,2.4,0.0,4.0,Automatic,Front,10
TOYOTA,Prius C,Hybrid,1.5,182000.0,4.0,Variator,Front,13
LEXUS,CT 200h,Hybrid,1.8,143000.0,4.0,Automatic,Front,14
FORD,Escape,Hybrid,2.5,220000.0,6.0,Automatic,4x4,15
HYUNDAI,Tucson,Petrol,1.6,19961.0,4.0,Automatic,Front,7
HYUNDAI,Sonata,LPG,2,339603.0,4.0,Automatic,Front,10
BMW,328,Petrol,2.8,180000.0,6.0,Manual,Rear,28
TOYOTA,Camry,Petrol,3.5,0.0,6.0,Automatic,Front,13
MERCEDES-BENZ,C 180,CNG,1.8,540000.0,4.0,Manual,Rear,28
HYUNDAI,Sonata,Petrol,2.4,171000.0,4.0,Tiptronic,Front,14
MERCEDES-BENZ,E 350,Diesel,3.5,200179.0,6.0,Automatic,4x4,11
HYUNDAI,Elantra,Petrol,2,27368.0,4.0,Automatic,Front,6
KIA,Optima,Petrol,2.4,88000.0,4.0,Tiptronic,Front,13
TOYOTA,Camry,Hybrid,2.5,225510.0,4.0,Automatic,Front,12
TOYOTA,Corolla,Petrol,1.4,227000.0,4.0,Manual,Front,20
HONDA,Cr-v,Petrol,2.4,49000.0,4.0,Automatic,4x4,11
LEXUS,RX 450,Hybrid,3.5,317470.0,6.0,Automatic,4x4,15
FIAT,500 SPORT,Petrol,1.4,92800.0,4.0,Tiptronic,Front,13
MAZDA,CX-9,Petrol,2.5,154862.0,4.0,Automatic,4x4,9
TOYOTA,Prius C YARIS IA,Petrol,1.5,43000.0,4.0,Automatic,Front,10
BMW,X5,LPG,3,200000.0,6.0,Tiptronic,4x4,25
BMW,320,Petrol,2,0.0,4.0,Manual,Rear,23
MERCEDES-BENZ,GLK 350,Petrol,3.5,83891.0,6.0,Automatic,Rear,10
MERCEDES-BENZ,C 280,Petrol,2.8,219200.0,4.0,Automatic,Rear,28
TOYOTA,CHR,Petrol,2,23150.0,4.0,Automatic,Front,7
HYUNDAI,Elantra,Petrol,1.8,24000.0,4.0,Tiptronic,Front,11
BMW,X5,Petrol,3,171382.0,6.0,Automatic,4x4,16
TOYOTA,Camry,Petrol,2.5,63837.0,4.0,Automatic,Front,8
TOYOTA,Prius,Hybrid,1.8,181129.0,4.0,Automatic,Front,16
KIA,Optima,Petrol,2,36545.0,4.0,Automatic,Front,11
SUBARU,Legacy,Petrol,2,185000.0,4.0,Tiptronic,4x4,20
MERCEDES-BENZ,CL550 AMG,Petrol,5.5,171000.0,8.0,Automatic,Rear,18
KIA,Optima,Petrol,2,39265.0,4.0,Automatic,Front,11
KIA,Optima,Petrol,2.4,63000.0,4.0,Automatic,Front,12
BMW,535,Diesel,3,83600.0,6.0,Automatic,Rear,11
SUBARU,Outback 3.0,CNG,3,133000.0,6.0,Tiptronic,4x4,21
